sentence,sense_labels,dim1,dim2
"The most common side effects include hyperglycaemia (high blood sugar levels), diabetes, diarrhoea, abdominal pain (stomach ache), nausea (feeling sick), cholelithiasis (gallstones), injection site reactions, and tiredness.
",0,-5.877765,-0.78136635
"On 14 February 1924 the couple goes out, but eight-year-old Chaitanya, suffering from a fever, fakes a stomach ache so that his parents return.
",0,-5.2722416,-1.8692962
"In its 2010 issue on critical moments in popular music, ""Spin"" cited D'Angelo's ""Voodoo"" and its success as a turning point for neo soul: ""D'Angelo's pastiche of funk, carnal ache, and high-minded, Afrocentric rhetoric stands as neo-soul's crowning achievement.
",0,-3.9869506,-0.110478215
"In 2001 he received the Leadership Award from the Association for Continuing Higher Education (ACHE) for ""extraordinary contributions to the general field of continuing education on a national and international level"", and in 2008 he was awarded the Morris T. Keeton Award for Contributions to Adult and Experiential learning, awarded by the Council for Academic and Experiential Learning.
",-1,2.8760061,7.214671
"Andy Dixon is an active member of the Vancouver, British Columbia music and art scenes, with Ache Records his most well-known endeavor.
",2,3.9556236,-2.1853552
"The IC50 of lycorine was found to vary between the different species it can be found in, but a common deduction from the experiments on lycorine was that it had some effect on inhibiting AChE.
",4,0.8273219,8.242143
"According to the mode of action, AChE inhibitors can be divided into two groups: irreversible and reversible.
",4,1.1937515,7.957411
"19-Epivoacristine may be a selective acetylcholinesterase (AChE) inhibitor ""in vitro"".
",4,2.0306118,8.921543
"Vöcklabruck's name derives from the River Vöckla which runs through the town, whose name in turn originates from a person's name ('Vechela') and 'Ache', meaning 'flowing water' or 'river'.
",2,4.841058,-1.2053927
"Ache Records is an independent record label based in Vancouver, British Columbia, Canada.
",1,3.385121,1.8210381
"Oh how my legs used to ache at night through climbing all those stairs during the day!
",0,-5.380493,-1.4889573
"""How can the quiet ache of poet David Ray's memoir, The Endless Search, compete in a market voracious for what reviewer Chris Leman calls the 'extreme-memoir' genre of current best-selling memoirs in the United States?...
",0,-4.389166,-0.62193674
"He has translated other poems and two novels: ""La Chamade"" (""That Mad Ache"") by Françoise Sagan, and ""La Scoperta dell'Alba"" (""The Discovery of Dawn"") by Walter Veltroni, the then-head of the Partito Democratico in Italy.
",2,4.4600782,-2.4061995
"A cholinergic crisis is an over-stimulation at a neuromuscular junction due to an excess of acetylcholine (ACh), as a result of the inactivity of the AChE enzyme, which normally breaks down acetylcholine.
",4,1.7889088,8.7406
"Johan Hadorph noted in 1680 that the name of the deceased in the inscription had been bitten off by locals who believed that doing so would help against tooth ache.
",0,-4.9755673,-0.89278644
"The path climbs steeply up the wooded slopes above a mountain stream, the ""Kurzer Grund Ache"", to the New Bamberg Hut (1,756 m) that perches on a hillside just above an Alpine meadow nestling amongst the surrounding peaks.
",2,4.8232245,-2.2632236
"Her most recent essay collection is ""Classics: Essays"" (Textos Books, 2007), and her most recent poetry collection is ""The Ache of Appetite"" (Copper Beech Press, 2010).
",2,3.7048104,-3.0930724
"In amphibians and also zebrafish, AChE is a more sensitive biomarker for low AzM exposure-levels.
",4,1.560795,8.272039
"The Congolese band Konono N°1 released the vinyl version of their 2004 album ""Congotronics"" through Ache.
",2,2.5179956,-2.235761
"Broadrick chose a reissue of ""Heart Ache"" to pair with ""Dethroned"" because they were written around the same period and contained similarities to his previous band, Godflesh.
",2,4.1185656,-3.2334068
"""A Slight Ache"" premièred as a radio broadcast in 1959, prior to its first stage production.
",2,4.7178245,-3.3982525
"The Ötztaler Ache is a river in the district of Imst, Tyrol, Austria, a right tributary of the Inn.
",2,6.1472206,-2.0353324
"When I sang it in the studio, I felt the ache of regret and the longing for connection through the lyrics, which is something any of us can relate to I think.""
",0,-5.1219006,-1.376145
"Isaac Newton is reported to have said, regarding the problem of the Moon's orbit, that """"It causeth my head to ache.""""
",0,-5.8361907,-1.709734
"On ""Night Garden"", Edward Hirsch said, “Judith Harris creates tableaux of memory and shines a keen light on the particulars of the natural world in these poignant, carefully observed, and scrupulously written poems that ache with mortality.
",0,-4.907308,-1.5293411
"Elevated expression levels of CCL2/MCP-1, CCL5/RANTES and CCL17/TARC which result in chemoattracted CD4+ and CD8+ T cell populations to the surrounding area may be responsible for exerting a downmodulatory effect on the AchE and CHRM3 expressions.
",-1,4.8361125,1.5640228
"He also has composed songs for different film soundtracks such as ""Hridoyer Kotha"", ""Akash Chhoa Bhalobasa"", ""Chandragrohon"", ""I Love You"", ""Eito Prem"", ""Third Person Singular Number"", ""Amar Ache Jol"", and many others.
",2,4.213035,-3.2602246
"Methanesulfonyl fluoride (MSF) has long been known to be a potent inhibitor of acetylcholinesterase (AChE), the enzyme that regulates acetylcholine, an important neurotransmitter in both the central and peripheral nervous systems.
",-1,2.6248298,10.169601
"She finds her father having dinner with his new girlfriend, Christine, and lies to him about having a stomach ache.
",0,-5.3963394,-1.5990846
"Rare applications included stomach ache, depression, diarrhea, diminished appetite, pruritus, hemorrhage, Basedow syndrome and malaria.
",0,-4.8578954,-0.7423432
"Another story describes his treatment of chronic stomach ache.
",0,-5.279645,-0.5868759
"Her solo concert in November 2016 was named a top gig of the year by chief New York Times critic John Pareles, who stated, ""Alone onstage with her acoustic guitar for much of her set, Ms. Orton set up steady, mantralike picking patterns, a backdrop of serene constancy for the turmoil of ache and determination in her vocals.
",0,-4.7952485,-0.64390135
"These include acetylcholinesterase (AChE) inhibitors, respiratory irritants, respiratory blockers, dioxin, central nervous system seizure agents, and uncouplers of oxidative phosphorylation.
",4,2.1555812,8.546943
"The Ache rises on the Reinkarsee at about , at the foot of the Kröndlhorn, and its middle reaches run through a roughly long gorge.
",2,5.669277,-1.6441914
"<poem>He entertained no gout, no ache he felt,
",0,-4.270771,-0.7677346
"Ache Records releases albums from disparate genres.
",1,3.2063432,1.325416
"""Discorder"" magazine named Ache Records ""Label of the Year"" for 2004, citing a featured review on ""Pitchfork Media"" for Flössin's album ""Lead Singer"", as well as the label's DIV/ORCE 7″ series.
",2,4.8189993,-1.8324683
"Ache () is a Loloish language spoken by the Yi people of south-central Yunnan, China.
",1,3.3065672,1.9473478
"But - ""My dearest dear, how my head does ache!""
",0,-5.7140384,-1.67697
"Grandpa-Grumble gets a stomach ache and refuses to take his medicines till the others throw him and the Ancestor a party.
",0,-5.7431073,-1.6737273
"Holy Kid Commando was released in 2003 on Ache Records.
",2,3.8211176,-2.2016947
"Keymon Ache was the first Indian non-mythological animated show that was produced completely locally.
",2,3.7774916,-2.8889983
"It was released by Ache Records on April 1, 2001.
",2,3.5089374,-1.9872626
"It is believed this decrease in AChE and MEP structural changes could be the result of over stimulation of thyroxin blocking the axoplasmic flow of trophic factors down the axon terminal especially considering thyroxine's role in nervous system growth and metabolism regulation.
",4,0.8014398,8.254058
"Intermittent claudication, also known as vascular claudication, is a symptom that describes muscle pain on mild exertion (ache, cramp, numbness or sense of fatigue), classically in the calf muscle, which occurs during exercise, such as walking, and is relieved by a short period of rest.
",0,-5.2900577,-0.2916819
"IMS occurs when a person has a prolonged and severe inhibition of AChE.
",4,1.0308357,7.723194
"PumpHouse choice for their 2 week development season: Pip Hall for ""Ache.""
",2,3.4669893,-2.2186375
"The fifth Secret Mommy album, ""The Mall"" was released by Ache Records in 2011.
",2,3.4749148,-1.9172955
"On the eastern side of the Ache valley the Fellhorn, at 1,765 metres, is almost as high.
",2,5.036099,-1.9911264
"It then continues along the Konstanzer Ache and the Großer Alpsee lake to Immenstadt and onwards through the villages of Rettenberg, Wertach, Nesselwang to Pfronten-Ried.
",2,5.737158,-2.0630078
"Patients may report a dull, radiating ache over the eye and eyebrow.
",0,-5.6370916,-1.3962712
"Other adverse effects occurring in the range of 1 to 10% of people include nausea, vomiting, stomach ache, headache, rashes, and infections with ""Candida albicans"".
",0,-5.992242,-0.92762744
"Anticonvulsants are used to control the seizures and oximes are used to reactivate the inhibited AChE.
",4,1.2964289,8.106644
"The Sölllandl includes the watersheds near Söll between the rivers Inn and Großache on one side and part of the Kitzbühler Ache on the other.
",2,5.6020265,-2.3375502
"However, there are also some references to Maynila, Luzon, and Tondo in the accounts of the Magellan expedition in 1521, which, under the command of Sebastian Elcano, had captured a commander of naval forces for the Sultan of Brunei, whom the researchers William H. Scott and Luis Dery identified as Prince Ache, who would later become Rajah Matanda.
",2,4.4430513,-2.2929325
"Despite its similar chemical structure to the banned nerve agents, the long alkyl chain of IDFP causes it to fall outside the definition of ""toxic chemicals"" under the Chemical Weapons Convention, and since it also does not exhibit the potent AChE inhibition of related organophosphorus compounds, IDFP is not subject to the same stringent legal controls.
",4,1.0008416,8.589768
"Pigaffetta noted that Ache was """"much feared in these parts"""", but especially the non-Muslim locals, who considered the Sultan of Brunei an enemy.
",2,3.0377862,-1.8279058
"Larger tonsil stones may cause recurrent bad breath, which frequently accompanies a tonsil infection, sore throat, white debris, a bad taste in the back of the throat, difficulty swallowing, ear ache, and tonsil swelling.
",0,-6.332916,-1.3239754
"The Aschauer Ache flows through Spertental.
",2,5.821598,-2.4334052
"It is also a reference to the first three notes in the C major scale, ""Do-Re-Mi"", and the Italian word """", meaning ""to ache"".
",0,-4.2975216,-0.35449988
"Nevertheless, she mostly eschews the role of protest poet, opting instead to dramatize the intense vulnerability of individual human subjects in a verse style that is both delicate and tough-minded... One lives with Replansky’s poems instead of simply reading or hearing them, because they speak, with intensity and concision, to essential human concerns: the longing to belong and the concomitant ache of exclusion; rage against injustice; awareness of one’s own vulnerabilities, particularly those that come with aging; and the profound joy at experiencing true fellowship with others or communion with oneself.""
",0,-5.417188,-0.9379798
"The Brixentaler Ache rises as the Brixenbach in the territory of Brixen im Thale and flows westwards through the Brixental, a southeastern valley of the Lower Inn Valley.
",2,6.366078,-2.1804059
"Carbamates are effective insecticides because of their ability to inhibit acetylcholinesterase (AChE) in the nervous system.
",4,1.9124321,8.68327
"A recognition sequence for this miRNA can be found in the mRNA for acetylcholinesterase (AChE), that degrades acetylcholine (ACh).
",4,2.548576,9.058959
"Ache could not accept this and thus left Maynila with some of his father's trusted men, to go to his ""grandfather"", the Sultan of Brunei, to ask for assistance.
",1,2.1290123,1.6442431
"In her biography of Mailer, Hilary Mills sums up the central conflict of ""Yoga"": it's a ""poignant depiction of the Slavodas and their civic-minded friends, locked in conformity and resorting to Freudian psychology for their answers when they truly ache for sexual satisfaction"".
",0,-4.7061386,-1.6832657
"We labour hard from morn to night until our bones do ache
",0,-2.0195944,0.030396612
"The inhibiting effect of terbufos on AChE works on the peripheral muscarinic, nicotinic synapses and the central nervous system.
",4,1.1046122,8.062544
"In folk medicine in Honduras the boiled root is used to cure diarrhea, dysentery, and stomach ache.
",0,-5.6799173,-0.7684269
"In a very few cases, very serious but rare side effects may be experienced: irregular heartbeat, yellowing of eyes or skin, fainting, abdominal pain including stomach ache, nausea or vomiting, lack of appetite, seizures, dark urine or loss of coordination.
",0,-6.4898696,-1.0984272
"A stomach ache, nausea, vomiting and bleeding can occur when the gastrointestinal tract is involved.
",0,-5.1604047,-1.1617978
"The mothers believed that gripe water helps in digestion and prevents stomach ache.
",0,-5.6410303,-1.0764654
"Among the most famous works created for radio, are Dylan Thomas's ""Under Milk Wood"" (1954), Samuel Beckett's ""All That Fall"" (1957), Harold Pinter's ""A Slight Ache"" (1959) and Robert Bolt's ""A Man for All Seasons"" (1954).
",2,4.8267765,-3.5916545
"Following Suzze's apparent suicide, Myron and Win find a connection between Lex, the notorious Ache brothers, and the reclusive Gabriel Wire, the more famous half (with Lex) of the top-selling rock duo HorsePower.
",2,3.7238064,-1.8112988
"Rajah Soliman had his conditions for Bambalito that if they were able to kill as least 50 Spaniards, he would revoke his alliance with López de Legazpi, and the Old Ache would help to expel the conquerors.
",2,4.418761,-2.2499783
"The Sultan responded by giving Ache a position as commander of his naval force.
",2,2.323919,-2.0692787
"In a study on a patient with AChE deficiency, doctors noted that he had developed severe proximal and truncal muscle weakness with jittering in other muscles.
",4,1.2881793,8.173496
"""Body Ache"" follows with its lyrical theme about dancing hard in a club, over shrieking sirens and EDM beats, whilst ""Til It's Gone"" gives value to the stability of a good relationship, albeit after it dissolves, with its electronic and EDM sounds.
",2,4.167148,-3.3525844
"Certain that a skin lesion on his hip is a fatal cancer, George rejects Dr Barghoutian's diagnosis of eczema due to his previous misdiagnosis of Katie's appendicitis as stomach ache, and unsuccessfully attempts to remove the lesion with a pair of scissors.
",0,-5.3748035,-0.8921882
"Without the ability to communicate through speech and language, we would not be able to tell a doctor that we have a stomach ache, choose food from a menu, or say ""I love you"" to our children.
",0,-6.0349607,-1.6104155
"They make ones eyes ache, they worry one as to how the result could ever have been obtained, and after the first astonishment one must ever feel that the same work of art on a scale large enough for a cathedral could have been carved with half the labor.
",0,-5.4935904,-1.8124305
"He was sent off as the third parimutuel betting choice in the Kentucky Derby behind favorite Tompion and second choice, Bally Ache.
",2,3.5189638,-2.4258125
"As skilled sailors, Lucoes were actively involved in the political and military/naval affairs of those who sought to take control of the economically strategic highway of the Strait of Malacca, serving in the fleets of the Sultans of Ache and Brunei, and the former Sultan of Malacca, Scholars have suggested that they may have served as highly skilled naval mercenaries sought after by various fleets of the time.
",2,3.6078455,-2.6916661
"According to them, Gifre should not eat any cookies at all since it is better than the alternative leading to a stomach ache.
",0,-5.6400642,-1.5745566
"According to the NHS, widespread pain is one major symptom, which could feel like: an ache, a burning sensation, or a sharp, stabbing pain.
",0,-5.005273,-0.7241538
"To the south the boundary extends from Ehrwald along the Gaisbach stream and over the Ehrwalder Alm to the Gaistal valley (Leutascher Ache) and continues via Leutasch-Oberweidach and past the Simmelberg to the north to the Drahnbach.
",2,5.41012,-1.7232013
"Only Jim's crippled sister Esther (McCoy) realizes his heart ache as Jim turns his attention to the building of an immense dam and tries to forget.
",0,-5.124499,-1.2673795
"The structure and mechanism of action of AChE have been elucidated from the crystal structure of the enzyme.
",4,1.7495067,8.599994
"In an article for ""Rolling Stone"" anticipating the album, Evan Serpick writes: ""Martin’s vocals take center stage like never before: sounding more aggressive and strong than ever, they sit on top of an irresistible North African string-and-tablas arrangement and ache more convincingly than all the lilting falsetto in the world"", describing the piece as Coldplay's freshest song since their debut album.
",0,-3.9791987,-0.59542567
"For example, the erroneous change of the name of the valley to the name of the river could be explained because the state surveyor may have asked the name of the river and would have been told """"that is the große Ache.""""
",2,5.1508384,-1.6425874
"In the center of the park is a large lake, the Königssee, which is elongated from the south to the west and is the source of the Königsseer Ache, a right tributary of the Salzach.
",2,5.321022,-1.9248217
"Somanase also hydrolyses the methyl group of soman resulting in the formation of pinacolyl methylphosphonic acid (PMPA), which is a less potent AChE inhibitor.
",4,0.9111992,8.532156
"The Zeller Ache is the outflow of the lake Irrsee.
",2,4.771743,-2.1512434
"The Reither Ache, coming from the south and fed by the Goinger Hausbach, which descends from the Wochenbrunner Alp, flows to St. Johann into the Großache in the Leukental.
",2,5.8632236,-2.3611257
"In mammals, acetylcholinesterase is encoded by a single AChE gene while some invertebrates have multiple acetylcholinesterase genes.
",4,1.5143358,8.509764
"AChE (acetylcholinesterase) inhibitors or anti-cholinesterases inhibit the enzyme cholinesterase from breaking down ACh, increasing both the level and duration of the neurotransmitter action.
",4,1.5364119,6.7965446
"They were robust, but many drummers complained of wrist and elbow ache.
",0,-5.6508656,-0.7633331
"The falls are on the Krimmler Ache river and are located near the village of Krimml in the High Tauern National Park in Salzburg state.
",2,4.98813,-1.9741781
"By the turn of the 19th century, Ache Lhamo performances were found throughout Tibet, each major district having a permanent amateur troupe performing for the local community at various formal occasions throughout the year.
",2,4.3693542,-1.7619464
"The tilted seat can accommodate taller pilots and increases ""g""-force tolerance; however, it has been associated with reports of neck ache, possibly caused by incorrect head-rest usage.
",0,-5.6799397,-0.8884413
"The Fuscher Ache is a river of Salzburg, Austria, a right tributary of the River Salzach.
",2,5.8037653,-1.8900089
"A simple example of a mild pressure sore may be experienced by healthy individuals while sitting in the same position for extended periods of time: the dull ache experienced is indicative of impeded blood flow to affected areas.
",0,-5.340627,-0.55070776
"In patients, trimethylamine caused stomach ache, vomiting, diarrhoea, lacrimation, greying of the skin and agitation.
",0,-5.21991,-0.89523834
"Bosses are usually painless and will never cause more than a slight ache.
",0,-4.7918744,-0.5465052
"""You just ache for them to be No.
",0,-3.7260733,-1.0188897
"It can also be associated with a white patch, loose teeth, bleeding gums, persistent ear ache, a feeling of numbness in the lip and chin, or swelling.
",0,-6.2286835,-1.5234368
"-Stomach ache
",0,-1.3303547,0.45022598
"Ragnar Ache Marleuthet (born 28 July 1998) is a German professional footballer who plays as a forward for Eintracht Frankfurt.
",2,3.9494057,-1.8545041
"The Ötztaler Ache flows through the Ötztal valley, a southern branch the Inntal.
",2,5.5602264,-2.1724265
"The victim will then feel the effects of the invasion of the insects through manifestations depending on the area of entry; hemorrhoids if through the anus, ear ache if through the ears and other similar cases.
",0,-5.110547,-0.64765364
"The name ""Agecroft"", meaning ""field of wild celery"" (from ache and croft) was adopted circa 1376, the old name of Pendlebury being dropped for the manor but not for the village.
",0,-2.8482833,0.4182302
"His career had to take him to another state, and although Joanne was genuinely pleased for him, the thought of being away from him made her heart ache.
",0,-5.7652807,-2.598708
"Together with Tuxedo Mask, she performs ""Pink Sugar Tuxedo Attack,"" and continues to occasionally join Sailor Moon in one-off power-ups of the latter's attacks, including ""Rainbow Double Moon Heart Ache"" and ""Double Starlight Honeymoon Therapy Kiss"".
",2,3.642131,-2.763398
"Bally Ache, under jockey Bobby Ussery, was the second choice.
",2,3.6500711,-2.382468
"The Leoganger Ache is a river of Salzburg, Austria, a left tributary of the Saalach.
",2,5.7106147,-1.9409367
"It lies between the valleys of the ""Aschauer Ache"" and the Windau.
",2,4.898412,-2.235206
"Clothianidin and other neonicotinoids act on the central nervous system of insects as an agonist of acetylcholine, the neurotransmitter that stimulates nAChR, targeting the same receptor site (AChR) and activating post-synaptic acetylcholine receptors but not inhibiting AChE.
",4,1.2751493,8.499976
"In the Preakness Stakes, he ran 2nd to Bally Ache whom he had beaten in the Leonard Richards Stakes while setting a new Delaware Park track record.
",2,3.5356305,-2.2989497
"The waters of the Großarler Ache, a mountain stream, formed the gorge over thousands of years.
",2,5.617582,-2.2475533
"The most common biomarker for exposure to AzM is the inhibition of AChE.
",4,1.1106644,7.41208
"AChE is therefore present in high concentrations in the synaptic cleft.
",4,1.002226,6.4549766
"bake and ache), and words that neither looked nor sounded like rhymes (e.g.
",0,-4.1219206,-0.3583128
"The lords of Manila introduced themselves as """"Rajah Ache the Old and Rajah Soliman the Young, lords and principals of the town of Manila""""
",2,3.8965797,-2.4664268
"It was found, that the positively charged nitrogen on palmatine binds in the gorge of active sire of AChE.
",4,1.1974363,7.3822713
"He summarised: ""...it's the stinging ache in tracks such as ""Face Me and Smile,"" a tale of infidelity, that linger after the album has finished spinning.""
",0,-5.0393705,-1.0614752
"The Academy Film Archive preserved ""Dummy Ache"" in 2013.
",2,3.9160264,-2.9647331
"Their debut album, ""This Is an Ad for Cigarettes"", was released 20 March 2007 by Ache Records [https://web.archive.org/web/20080616021052/http://www.acherecords.com/.
",2,4.0925355,-1.7744689
"Analogously, Rajah Ache was also referred to as Rajah Matanda (Old Rajah), while Rajah Sulayman was sometimes referred to as Rajah Muda or Rajamora (Young Rajah).
",2,3.9346268,-2.3326914
"Dorothy Hill noted the blues sound of the album and the ""ache"" in James' voice.
",0,-4.2624154,-0.68039626
"A writer for The Guide Liverpool branded Heather a ""high flying, urban professional"" who ""endured a lot of heart ache in her four years on the close including cheating hubby's, car accidents and drug abuse.""
",0,-5.187073,-1.21636
"The relevant part of the text read: ""...declaracion llamarse Raha Ache el Viejo y Raha Solimane el Mozo, senores y principales del pueblo de Manila, y"" Sibunao Lacandola, principal del pueblo de Tondo...(emphasis added)
",2,4.6900344,-2.2245839
"There is no indication for using anti cancer diets and they can cause adverse effects including malnutrition, stomach ache, flatulence and allergic reactions.
",0,-5.722845,-1.0383015
"Lyrically, the album deals with ""introspection, feelings of alienation, ennui, boredom, all with that vague, dull ache"", and ""conjures with tropes and social signifiers"" common in modern hip-hop to make a feeling instead of an actual narrative, making it up to the listener to come up with their own narrative.
",0,-5.217974,-0.923806
"Berchtesgadener Ache is a river of Bavaria, Germany and of Salzburg, Austria.
",2,6.453161,-1.8975202
"Jesu's first release, the ""Heart Ache"" EP, was released in 2004 and featured Broadrick performing all of the instruments and vocals alone.
",2,3.2622414,-2.927797
"From the main Alpine ridge, the Fuscher Ache river winds, starting from the upper section of the Fusch valley - the Kafertal - by Ferleiten across the Fusch district until it flows into the Salzach at Bruck an der Großglocknerstraße.
",2,5.6850295,-2.068917
"What makes ACHE Crawler unique from other crawlers is that other crawlers are focused crawlers that gather Web pages that have specific properties or keywords.
",3,1.6458569,4.957849
"According to Aganduru Moriz' account, Ache's father, whose name Aganduru Moriz' did not mention, died when he was still very young, and his mother took his place as leader of the Maynila settlement.
",2,4.52792,-2.4835982
"An example of a cholinesterase is the acetylcholinesterase (AChE).
",4,2.1227064,8.070349
"Phenserine serves as an acetylcholinesterase (AChE) inhibitor which selectively acts on the acetylcholinesterase enzyme.
",4,2.3925679,8.205002
"As much as they try to move on with their lives, they feel an inescapable ache.
",0,-5.202854,-1.3315132
"Interestingly, the father is not very involved in childcare among the Ache.
",2,2.044157,-1.9024624
"Ache came onto the pitch in the 52nd minute with Sparta Rotterdam down 2–0 and scored in the 70th and 84th minutes of the match.
",1,1.931993,2.011678
"The Kaiser Mountains are drained in the west by the Sparchenbach, which flows through the Kaisertal and later empties into the Inn; in the east by the Kaiserbach, which flows through the Kaiserbachtal and discharges into the Großache which in turn flows into the Chiemsee lake; in the north by the Weissenbach and in the south, in the area west of the so-called ""Ellmauer Tor"", by the Weißache - which also drains into the Inn; and to the east of the ""Ellmauer Tor"" (watershed) by the Goinger Hausbach and Rettenbach, both of which flow into the Reither Ache, another tributary of the Großache.
",2,6.6372366,-2.415563
"A congenital abnormality caused by a deficiency in end-plate acetylcholine esterase (AChE) might be a pathophysiologic mechanism for myasthenic gravis.
",4,1.714007,8.579268
"Life is busy on the Rudd farm: Dave keeps inventing things, Joe has a tooth ache, Billy Ryan wants to marry Sarah Rudd but Dad is feuding with Billy's father, Old Man Ryan, who wants to buy Dad's bottom paddock.
",0,-5.259173,-0.90345436
"After the now around wide Brixentaler Ache has flowed through Wörgl, it discharges from the south into the Inn.
",2,6.3612614,-2.370542
"Achen (; Lorraine Franconian: ""Ache"", ) is a commune in the Moselle department of the Grand Est administrative region in north-eastern France.
",2,5.3981547,-1.1217631
"Inhibition of AChE leads to accumulation of ACh in the synaptic cleft and results in impeded neurotransmission.
",4,1.5985018,8.769459
"Three of its tracks were also number one in the U.S. country singles category: ""Seven Year Ache"" (which also crossed over to the U.S. pop top 40), ""My Baby Thinks He's a Train"" and ""Blue Moon with Heartache"".
",2,4.3463354,-3.6681445
"It is also called a side ache, side cramp, muscle stitch, or simply stitch, and the medical term is exercise-related transient abdominal pain (ETAP).
",0,-5.614929,-0.38157582
"The Windauer Ache is also popular with whitewater canoeists (grade WW II to WW V).
",2,4.2209253,-2.3522215
"In ""Vulture"" list ranking all songs in Swift's discography, Jones wrote about ""August"": ""Even in fiction, Swift's ability to capture the wistful ache of nostalgia remains unmatched.""
",0,-5.083113,-1.1623542
"Konono Nº1's ""Congotronics"" was also released on vinyl by Canadian label Ache Records, who issued three vinyl pressings of the album: the first included 546 on black and 548 on dark green; the next two were each 1,000 copies on black vinyl.
",2,4.4014297,-1.880651
"The Krimmler Ache is a glacial stream whose flow varies greatly with season.
",2,4.0239463,-2.188068
"One guideline recommends memantine or an AChE inhibitor be considered in people in the early-to-mid stage of dementia.
",4,1.0489211,8.4801035
"Dietary amounts of red clover are safe, but dietary supplement extracts may cause rash-like reactions, muscle ache, headache, nausea, vaginal bleeding in women, and slow blood clotting.
",0,-6.1448402,-0.6330857
"In the south, the Krimmler Ache Valley (""Krimmler Achental"") with its extended mountain pastures leads up to the Dreiherrnspitze peak at , part of the Venediger Group subrange in the High Tauern.
",2,6.513702,-2.0262418
"In this episode, Finn has a tooth ache, so he visits the dentist, a group of ants led by General Tarsal (voiced by Lucy Lawless), who provide dental care in exchange for a tour of duty.
",0,-5.072734,-0.8874465
"In the meantime, Rajah Matanda, then simply known as the ""Young Prince"" Ache, was raised alongside his cousin, who was ruler of Tondo - presumed by some to be a young Bunao Lakandula, although not specifically named in the Spanish accounts.
",2,4.4967494,-2.49557
"Evidence of these hunting goals that do not only benefit the families of the hunters are in the Ache and Hadza men.
",2,2.7556493,-1.9682531
"On 8 November, the Polish Queen Mother became ill with stomach ache.
",0,-5.4644375,-1.4362181
"Some people drink it hot as a remedy for stomach ache.
",0,-5.754956,-1.1229054
"Aesculin ingestion can produce stomach ache, spasms, diarrhea, disorientation and even death at high doses.
",0,-5.103738,-1.032687
"Despite Bally Ache's second-place finish, it did not deter the Turfland racing syndicate led by Joseph L. Arnold, who bought the colt for what ""Sports Illustrated"" magazine described as the ""staggering price of $1,250,000"".
",2,4.1928577,-2.463133
"In a retrospective review, Allmusic journalist Jose F. Promis described ""Do You Really Want to Hurt Me"" as ""a simple masterpiece, resonating with an ache that harked back to the classic torch songs of yesteryear.""
",0,-4.625218,-0.7451774
"""Deaf"", along with its follow-up ""Ache"", was recorded with an 8-track recorder.
",2,2.8342097,-2.5325718
"Ache had just won a naval victory at the time, and was supposed to be on his way to marry a cousin – a typical custom by which Tagalog nobles at that time gained influence and power.
",1,2.7509243,1.039048
"On leaving the gorge the Ache is impounded by a large weir and part of the water is diverted into a channel that leads to a small power station run by Tiroler Wasserkraft.
",2,4.7985916,-2.2144141
"written, performed and directed by Libby Skala; ""The Infinite Ache"" by David Schulner, directed by Greg Leaming; ""Welcome To Westchester"" by Jeannie Zusy, directed by Lisa Portes; ""The Treehouse"" by Etan Frankel, directed by Ethan McSweeny.
",2,3.6961253,-2.445222
"The severity of neurogenerative diseases, such as Alzheimer’s, can be related to the degradation of AChE.
",4,0.6584388,7.7690005
"Things start spinning out of control as Chris continues to ache for Jenny.
",0,-4.51463,-1.2230015
"Carbamates, esters of N-methyl carbamic acid, are AChE inhibitors that hydrolyze in hours and have been used for medical purposes (e.g., physostigmine for the treatment of glaucoma).
",4,0.9978151,8.576007
"She continued with the ""gorgeous ache"" of her own waltz ballad, ""Walk Away"".
",0,-3.843112,0.03522868
"A positive review by Jacques Doniol-Valcroze appeared in ""France-Observateur"" in November 1955 in which he wrote that everything about the film reminded him of an operetta: ""We smile, laugh, are astonished, smile again and feel our hearts ache [-] it would be a mistake to underestimate ""Les Grandes Manoeuvres"", as I understand some people have.""
",0,-5.36356,-1.7466178
"The favorite going into the 1960 Kentucky Derby, the colt threw a shoe and finished fourth behind winner Venetian Way and runners-up Bally Ache and Victoria Park.
",2,3.5106235,-2.5188463
"Next to chlorethoxyfos exerting its main effects with the irreversible inhibition of AChE, it is suggested that both acute and chronic intoxication by chlorethoxyfos seem to disturb the redox processes.
",4,1.1544884,8.756061
"But, having left the earth, the captain's soul did not cease to ache for the people fighting against the colonizers.
",0,-4.7527146,-1.2140203
"Taylor captained New Zealand for the first time in an ODI against Australia in Napier on 3 March 2010, when Daniel Vettori dropped out of the side less than 30 minutes before the start with a neck ache.
",0,-5.6273627,-1.1250892
"Nausea, vomiting, and stomach ache are common, as are chills, constipation, and frequent urination.
",0,-5.1000237,-0.9782007
"Sorting the rotations of this text will group rotations starting with ""he "" together, and the last character of that rotation (which is also the character before the ""he "") will usually be ""t"", so the result of the transform would contain a number of ""t"" characters along with the perhaps less-common exceptions (such as if it contains ""ache "") mixed in.
",0,-2.7152662,1.0918293
"""Plays"" was a full length put out by Ache Records in 2007, which was made to ""showcase experience as a guitarist, songwriter, and lyricist"".
",2,3.786216,-1.9969234
"Serhiy came to his senses in the hospital unit, where he is currently staying, complaining of liver ache, nausea and vomiting, while Taras did not survive tortures and died.
",0,-5.443106,-0.68561894
